document_id,rule_id,classification,reason,rank,rules,rule_count,fiscal_year,company_code,document_number,document_type,posting_date,business_process,source,created_by,approved_by
a29aabac-d996-425a-be8f-db39d37eb447,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2022,C001,C001-2022-020114,,2022-08-04 20:16:13,R2R,manual,SBECKE009,SSCOTT018
4042df13-13af-439a-8436-3340ec543cf6,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C001,C001-2022-034787,AA,2022-12-29 14:19:21,A2R,recurring,EMITCH012,SYSTEM_AUTO_APPROVED
82bb1543-ff13-41be-9c5c-77be4f9c9840,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2022,C002,C002-2022-004593,HR,2022-02-25 14:53:43,H2R,automated,BRIVER033,SYSTEM_AUTO_APPROVED
28a28ccc-b1b5-4bf1-95cb-9f7a2866e085,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C002,C002-2022-013412,SA,2022-05-30 17:48:21,R2R,manual,EMITCH012,GJOSHI020
100c3d0b-50cc-4ca3-bde0-46d54d68dad8,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2022,C002,C002-2022-019042,KR,,P2P,manual,ELAMBE004,SSCOTT018
1810383b-d36d-46cd-9cb5-a2a7ed10a5a9,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2022,C002,C002-2022-019046,KR,2022-07-25 18:13:58,P2P,manual,SBECKE009,GSNCHE019
4ac5f0dc-985d-485b-b4d7-2b4164209459,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2022,C002,C002-2022-019053,,2022-07-25 18:22:46,P2P,manual,HMUOZ015,GSNCHE019
4db5a381-5a74-4bed-b61f-d69737e6ebe8,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: debit_amount,1,"L1-01,L1-02",2,2022,C002,C002-2022-019054,KR,2022-07-25 21:02:11,P2P,manual,LMARTI014,GSNCHE019
c165944e-7836-442e-b8f7-4d45b657e48d,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: debit_amount|gl_account,1,"L1-01,L1-02",2,2022,C002,C002-2022-019177,KR,2022-07-26 08:31:30,P2P,manual,ELAMBE004,GSNCHE019
e39a0e57-bfed-4c6e-99d7-9c6d72e90c2e,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount|debit_amount,1,L1-02,1,2022,C002,C002-2022-019183,KR,2022-07-26 06:21:11,P2P,manual,GSNCHE019,GJOSHI020
1c2f55fd-b631-459d-84ad-03e6730dcece,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C002,C002-2022-025599,HR,2022-09-29 17:14:59,H2R,manual,EMITCH012,GSNCHE019
75169199-ae09-4d37-bd57-106c541e6e93,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C002,C002-2022-034424,SA,2022-12-27 10:49:36,R2R,automated,CLUNA031,AGUERR065
feae8316-edb1-4d5f-a04c-7bf0492cda8a,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2022,C003,C003-2022-002779,HR,2022-02-03 19:13:15,H2R,manual,JMILLE013,GJOSHI020
939f4654-7f74-47f5-89f3-c660bc0ba467,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2022,C003,C003-2022-018523,DR,2022-07-21 15:04:19,O2C,automated,SBECKE009,SSCOTT018
f50be780-7482-4f4f-a4ed-6d70d31ed101,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2022,C003,C003-2022-018533,,2022-07-21 15:22:45,O2C,automated,HMUOZ015,SSCOTT018
ced9af95-bfc3-447d-8695-b597d1b98369,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C003,C003-2022-034666,SA,2022-12-28 08:43:45,R2R,manual,EMITCH012,SSCOTT018
cb34deb9-5db1-4975-827d-eddea90724e5,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2022,C003,C003-2022-035011,SA,2022-12-29 17:03:16,R2R,manual,EMITCH012,GSNCHE019
ecbdfc8e-0674-496b-88d5-f7521b7d9778,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code,1,L1-02,1,2022,,C001-2022-000029,AA,2022-01-03 16:25:56,A2R,manual,JMILLE013,LYOUNG017
ebf8cf8e-2fd3-4435-be3a-a9b50d7dac37,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code,1,L1-02,1,2022,,C002-2022-019078,KR,2022-07-25 18:45:12,P2P,manual,EMITCH012,ARIVER016
06d70a54-33ea-4e9f-8f3d-747eea2360c9,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2023,C001,C001-2023-000012,,2023-01-02 09:33:21,A2R,recurring,GJOSHI020,SYSTEM_AUTO_APPROVED
89e83731-98d4-4098-99e7-3a51789dcb83,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2023,C001,C001-2023-000013,AA,2023-01-02 10:07:53,A2R,manual,ARIVER016,GJOSHI020
9c98b05a-b8f9-48e6-bb61-858acbcf1925,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2023,C001,C001-2023-000014,AA,,A2R,manual,EFERNN008,LYOUNG017
f302a3a2-bff0-45d3-8c87-53987fc9cd6b,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,"L1-02,L1-09",2,2023,C001,C001-2023-000016,AA,2023-01-02 09:05:51,A2R,manual,HMUOZ015,SSCOTT018
162a0586-c4a4-4eda-a821-81433636f7c5,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount,1,"L1-01,L1-02",2,2023,C001,C001-2023-000181,AA,2023-01-03 13:42:58,A2R,manual,LMARTI014,SSCOTT018
ffd85289-41f8-43d5-9500-5bb824f8c275,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account|posting_date,1,L1-02,1,2023,C001,C001-2023-000184,AA,,A2R,manual,JRIVER001,GSNCHE019
a595ed0d-5fec-4f20-8526-bd3b4a005447,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,"L1-02,L1-05",2,2023,C001,C001-2023-014738,SA,2023-06-10 09:23:10,R2R,manual,SSCOTT018,SSCOTT018
e3d00704-8d83-4d5e-b945-828ae7b8a81b,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C001,C001-2023-014763,AA,2023-06-12 14:29:12,A2R,manual,SSCOTT018,GJOSHI020
c3477dec-c614-4fd1-8a2f-3ea0d1e57bb7,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2023,C001,C001-2023-018566,SA,2023-07-17 18:33:01,R2R,automated,RPILLA011,GSNCHE019
59775913-77c5-4a09-8931-97f163e73e8d,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C001,C001-2023-021533,SA,2023-08-21 17:14:49,R2R,recurring,SSCOTT018,SYSTEM_AUTO_APPROVED
4f4619a8-9b0b-45e6-99e4-3b3e0ba93848,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C001,C001-2023-025513,SA,2023-09-28 15:51:44,R2R,manual,SSCOTT018,GJOSHI020
06c98006-b5bc-4cab-bbfb-e597e02cfa25,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2023,C001,C001-2023-029848,KR,2023-11-15 18:03:00,P2P,recurring,JRIVER001,SSCOTT018
335ec1bc-4265-4ac8-8325-21b68e9c7fe5,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2023,C002,C002-2023-001719,,2023-01-21 09:58:02,H2R,automated,AHAYAS024,SYSTEM_AUTO_APPROVED
8192e61e-d11c-4e5e-97c6-79a649a452ea,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2023,C002,C002-2023-001782,HR,,H2R,recurring,ARIVER016,SYSTEM_AUTO_APPROVED
4fc97333-6f0c-45ce-af73-3594f2825c06,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2023,C002,C002-2023-014302,DR,2023-06-06 15:12:07,O2C,automated,GJOSHI020,GSNCHE019
8c1f9639-51f4-42f0-8280-1b0486b7090b,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2023,C002,C002-2023-018878,KR,2023-07-22 15:09:30,P2P,automated,LYE025,AGUERR065
2e5a2c1c-599c-49a6-bcb3-91991133fea0,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount,1,"L1-01,L1-02",2,2023,C002,C002-2023-018973,KR,2023-07-24 06:21:00,P2P,automated,HMUOZ015,SSCOTT018
e3dda493-ac2a-4954-b30d-7a094871dd38,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account|posting_date,1,L1-02,1,2023,C002,C002-2023-018996,KR,,P2P,automated,LYE025,SYSTEM_AUTO_APPROVED
7ddd164f-a537-416e-81b6-a019148b391e,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C002,C002-2023-022979,SA,2023-09-06 16:05:38,R2R,manual,SSCOTT018,GSNCHE019
3ccbeefd-251d-4496-b204-0e843059f2a9,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2023,C002,C002-2023-027872,SA,2023-10-30 18:52:32,R2R,manual,HMUOZ015,SSCOTT018
cca17dd0-8e45-45fb-a278-8d6fa9503c21,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2023,C003,C003-2023-001666,KR,2023-01-20 11:29:43,P2P,recurring,HMUOZ015,SYSTEM_AUTO_APPROVED
57a0bc40-1c3c-4206-8228-a8d6a7af5c56,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2023,C003,C003-2023-002466,HR,,H2R,recurring,STHAKU007,SYSTEM_AUTO_APPROVED
bc4ad74f-e105-45f2-8d9a-2fd04e80d054,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2023,C003,C003-2023-002479,,2023-01-30 15:10:23,H2R,manual,RPILLA011,GJOSHI020
ef5fa0cf-c148-4f5c-874a-9e352125bb57,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C003,C003-2023-008793,SA,2023-03-31 15:29:04,R2R,automated,CLUNA031,SYSTEM_AUTO_APPROVED
9708e1d4-5aeb-4f32-b31b-1a64eea17e32,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2023,C003,C003-2023-017619,DR,2023-07-06 19:01:44,O2C,automated,HMUOZ015,GJOSHI020
a3323426-6c46-4a1f-b95d-0736825e5427,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C003,C003-2023-028216,SA,2023-10-31 15:47:27,R2R,manual,GJACKS003,GSNCHE019
09a2ff5c-745a-4baa-b31d-7cf5193fb9ef,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C003,C003-2023-030892,SA,2023-11-30 09:12:25,R2R,manual,GJACKS003,GJOSHI020
e7cb9cda-1194-4e17-83b7-e0583a850766,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C003,C003-2023-033919,SA,2023-12-26 15:01:09,R2R,manual,SSCOTT018,GJOSHI020
452ac5b6-df8e-4eac-89e4-47197c59f3bc,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2023,C003,C003-2023-034288,AA,2023-12-28 15:55:18,A2R,manual,GJACKS003,GJOSHI020
e93665e9-4d2e-4a10-b901-f64539de337a,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code,1,L1-02,1,2023,,C001-2023-000015,AA,2023-01-02 13:02:39,A2R,manual,GJACKS003,GSNCHE019
2636b056-b9c9-448f-98da-1ba87a51fe01,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code|credit_amount|gl_account,1,"L1-01,L1-02",2,2023,,C001-2023-000182,AA,2023-01-03 16:56:52,A2R,manual,HMUOZ015,AWALKE019
f4544cc5-9eae-48d2-9616-a0803a56d638,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code,1,L1-02,1,2023,,C002-2023-018886,KR,2023-07-23 09:50:05,P2P,recurring,WHILL005,SSCOTT018
1b7c9bf7-3f12-4087-90ea-875c382c0d00,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: company_code|credit_amount|gl_account,1,"L1-01,L1-02",2,2023,,C002-2023-018970,KR,2023-07-24 09:13:18,P2P,automated,EMITCH012,GJOSHI020
09fc217e-1456-4910-93dd-cd83f6a42ef4,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,"L1-02,L1-09",2,2024,C001,C001-2024-000001,AA,2024-01-01 08:43:01,A2R,manual,NSCHRD002,GSNCHE019
1d878b04-8910-4959-8cca-132c51d9401d,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount|gl_account,1,"L1-01,L1-02",2,2024,C001,C001-2024-000002,AA,2024-01-01 16:35:15,A2R,manual,JRIVER001,PHAN001
4e4707ed-38db-4736-8d1e-10de49ffcf53,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: debit_amount,1,"L1-01,L1-02",2,2024,C001,C001-2024-000006,AA,2024-01-01 15:11:54,A2R,recurring,EMITCH012,SYSTEM_AUTO_APPROVED
a2bc4ffa-24a4-4cfd-8a2c-cf79b8ae0272,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2024,C001,C001-2024-000008,,2024-01-01 08:49:08,A2R,manual,LMARTI014,GJOSHI020
b1c6ebde-7ef2-4e79-aa98-9c5dad1acd65,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: fiscal_period|gl_account|posting_date,1,L1-02,1,2024,C001,C001-2024-000009,AA,,A2R,manual,RPILLA011,LYOUNG017
d57c5886-1e26-4621-b524-e91bdd0357e1,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount|debit_amount,1,L1-02,1,2024,C001,C001-2024-000011,AA,2024-01-01 15:57:40,A2R,manual,SMEDIN006,ARIVER016
f0087f71-9ddc-4ff7-b3e7-dca4017a5c07,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2024,C001,C001-2024-000014,AA,,A2R,manual,LMARTI014,SSCOTT018
fd85b1ca-3976-4dbb-867d-cd3089257afa,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2024,C001,C001-2024-000016,AA,2024-01-01 09:34:25,A2R,automated,RLEE028,SYSTEM_AUTO_APPROVED
b3835df6-c658-4849-985f-5ede9248e4b2,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C001,C001-2024-019396,SA,2024-07-29 16:46:04,R2R,manual,ARIVER016,GSNCHE019
734a6c48-1217-496c-89e0-de87a79b2050,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C001,C001-2024-020016,SA,2024-08-02 13:06:24,R2R,manual,SBECKE009,GSNCHE019
e1bfdfc7-9be0-42e5-90bf-dff275caf53d,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2024,C001,C001-2024-020741,SA,2024-08-12 16:04:41,R2R,recurring,GJACKS003,AGUERR065
33157db5-dc01-4bb7-86cf-a98e1acd0f03,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2024,C001,C001-2024-030929,,2024-11-29 15:41:30,P2P,automated,SSCOTT018,GSNCHE019
97c26ae4-2fca-4d44-9ec4-582ccf1a3fff,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C001,C001-2024-031171,SA,2024-12-02 08:37:19,R2R,automated,SCORTS039,SYSTEM_AUTO_APPROVED
2c7fb9a9-5c31-4fa2-8c62-d1a8e88b8eaa,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,"L1-02,L1-05",2,2024,C001,C001-2024-035630,SA,2024-12-31 17:49:23,R2R,manual,ARIVER016,ARIVER016
6518e72a-7794-4d90-be12-b9f858b88245,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C001,C001-2024-035672,SA,2024-12-31 22:36:34,R2R,manual,SBECKE009,GJOSHI020
1c19b7b7-cf65-48d7-afbb-764255eff989,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: debit_amount,1,"L1-01,L1-02",2,2024,C002,C002-2024-003210,HR,2024-02-06 13:32:27,H2R,automated,JMILLE013,GJOSHI020
ecfd6aff-6e66-4282-94f7-b8048d6e6e92,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2024,C002,C002-2024-003219,HR,2024-02-06 11:10:49,H2R,automated,ARIVER016,AMOLIN003
610a7b0d-5213-49db-90ff-223060ef1176,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C002,C002-2024-009888,HR,2024-04-18 14:30:09,H2R,automated,SCORTS039,SYSTEM_AUTO_APPROVED
51563386-a4fb-41f8-94e8-51dce0059013,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C002,C002-2024-013365,HR,2024-05-28 14:41:10,H2R,recurring,ARIVER016,SYSTEM_AUTO_APPROVED
f165be53-74eb-4920-9dd6-74e59301f355,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2024,C002,C002-2024-014627,,2024-06-10 18:50:24,O2C,automated,JMILLE013,GSNCHE019
1970f0df-0fea-482d-bc3b-0b1ada7094b0,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C002,C002-2024-016140,SA,2024-06-25 13:48:54,R2R,manual,ARIVER016,LYOUNG017
4fa088bf-98d9-4d13-a33a-ce840d1b5dc3,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C002,C002-2024-016854,SA,2024-06-28 10:22:51,R2R,adjustment,SBECKE009,GSNCHE019
20dc59e2-6951-498d-9880-f95296d09ed3,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: posting_date,1,L1-02,1,2024,C002,C002-2024-019319,KR,,P2P,manual,EFERNN008,SSCOTT018
648683bf-982d-4147-a737-60f758d06ce5,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount|debit_amount,1,L1-02,1,2024,C002,C002-2024-019336,KR,2024-07-29 16:53:08,P2P,manual,PSANCH010,GJOSHI020
c6694f2c-3fa3-43ec-bbd1-ae728d45ec89,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: credit_amount|gl_account,1,"L1-01,L1-02",2,2024,C002,C002-2024-019359,KR,2024-07-29 16:59:27,P2P,automated,LALLEN035,AGUERR065
ed8faa43-a810-46ca-ab1f-7390f6801c88,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_date,12,L1-02,1,2024,C002,C002-2024-019365,KR,2024-07-29 16:48:27,P2P,manual,WHILL005,GJOSHI020
c9973576-180d-4916-8ff2-0f950348585d,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2024,C002,C002-2024-030002,,2024-11-21 09:36:19,R2R,automated,SKRGER038,RRAMIR048
26f6ebb2-d2b1-4c38-af8f-8680eef28052,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,"L1-02,L1-05",2,2024,C002,C002-2024-031463,SA,2024-12-09 16:18:02,R2R,manual,ARIVER016,ARIVER016
9d43cdb4-bdb2-404b-bb25-4cd25d999504,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: gl_account,1,L1-02,1,2024,C002,C002-2024-034088,SA,2024-12-26 08:48:50,R2R,manual,ARIVER016,GJOSHI020
77ddfb55-c888-4788-ad90-0b34c7a0a71c,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: document_type,12,L1-02,1,2024,C003,C003-2024-002203,,2024-01-25 09:46:44,P2P,adjustment,GSNCHE019,SSCOTT018
332a0cc3-bc74-4919-92a8-8711737a4ba6,L1-02,hard_data_quality_or_interface_error,핵심 필수필드 누락: debit_amount,1,"L1-01,L1-02",2,2024,C003,C003-2024-005605,HR,2024-03-01 15:55:07,H2R,manual,HMUOZ015,SSCOTT018
c3c79c01-8347-4d9c-932e-cbba77afa111,L1-02,reviewable_data_quality_gap,필수/보조 필드 누락: fiscal_period,12,L1-02,1,2024,C003,C003-2024-005608,HR,2024-03-01 11:24:16,H2R,manual,LMARTI014,SSCOTT018
